"id","company_name","contact_f_name","address","city","state","postalcode","country","email","payment_methods","email.1","url","note"
475,"O","O","O","A","G","A","A","O",3,"O","O","A"
476,"P","P","P","B","H","A","A","P",4,"P","P","A"
477,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
478,"R","R","R","A","J","A","A","R",2,"R","R","A"
479,"S","S","S","B","K","A","A","S",3,"S","S","A"
480,"T","T","T","C","L","A","A","T",4,"T","T","A"
481,"A","A","A","A","A","A","A","A",1,"A","A","A"
482,"B","B","B","B","B","A","A","B",2,"B","B","A"
483,"C","C","C","C","C","A","A","C",3,"C","C","A"
484,"D","D","D","A","D","A","A","D",4,"D","D","A"
485,"E","E","E","B","E","A","A","E",1,"E","E","A"
486,"F","F","F","C","F","A","A","F",2,"F","F","A"
487,"G","G","G","A","G","A","A","G",3,"G","G","A"
488,"H","H","H","B","H","A","A","H",4,"H","H","A"
489,"I","I","I","C","I","A","A","I",1,"I","I","A"
490,"J","J","J","A","J","A","A","J",2,"J","J","A"
491,"K","K","K","B","K","A","A","K",3,"K","K","A"
492,"L","L","L","C","L","A","A","L",4,"L","L","A"
493,"M","M","M","A","A","A","A","M",1,"M","M","A"
494,"N","N","N","B","B","A","A","N",2,"N","N","A"
495,"O","O","O","C","C","A","A","O",3,"O","O","A"
496,"P","P","P","A","D","A","A","P",4,"P","P","A"
497,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
498,"R","R","R","C","F","A","A","R",2,"R","R","A"
499,"S","S","S","A","G","A","A","S",3,"S","S","A"
500,"T","T","T","B","H","A","A","T",4,"T","T","A"
501,"A","A","A","C","I","A","A","A",1,"A","A","A"
502,"B","B","B","A","J","A","A","B",2,"B","B","A"
503,"C","C","C","B","K","A","A","C",3,"C","C","A"
504,"D","D","D","C","L","A","A","D",4,"D","D","A"
505,"E","E","E","A","A","A","A","E",1,"E","E","A"
506,"F","F","F","B","B","A","A","F",2,"F","F","A"
507,"G","G","G","C","C","A","A","G",3,"G","G","A"
508,"H","H","H","A","D","A","A","H",4,"H","H","A"
509,"I","I","I","B","E","A","A","I",1,"I","I","A"
510,"J","J","J","C","F","A","A","J",2,"J","J","A"
511,"K","K","K","A","G","A","A","K",3,"K","K","A"
512,"L","L","L","B","H","A","A","L",4,"L","L","A"
513,"M","M","M","C","I","A","A","M",1,"M","M","A"
514,"N","N","N","A","J","A","A","N",2,"N","N","A"
515,"O","O","O","B","K","A","A","O",3,"O","O","A"
516,"P","P","P","C","L","A","A","P",4,"P","P","A"
517,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
518,"R","R","R","B","B","A","A","R",2,"R","R","A"
519,"S","S","S","C","C","A","A","S",3,"S","S","A"
520,"T","T","T","A","D","A","A","T",4,"T","T","A"
521,"A","A","A","B","E","A","A","A",1,"A","A","A"
522,"B","B","B","C","F","A","A","B",2,"B","B","A"
523,"C","C","C","A","G","A","A","C",3,"C","C","A"
524,"D","D","D","B","H","A","A","D",4,"D","D","A"
525,"E","E","E","C","I","A","A","E",1,"E","E","A"
526,"F","F","F","A","J","A","A","F",2,"F","F","A"
527,"G","G","G","B","K","A","A","G",3,"G","G","A"
528,"H","H","H","C","L","A","A","H",4,"H","H","A"
529,"I","I","I","A","A","A","A","I",1,"I","I","A"
530,"J","J","J","B","B","A","A","J",2,"J","J","A"
531,"K","K","K","C","C","A","A","K",3,"K","K","A"
532,"L","L","L","A","D","A","A","L",4,"L","L","A"
533,"M","M","M","B","E","A","A","M",1,"M","M","A"
534,"N","N","N","C","F","A","A","N",2,"N","N","A"
535,"O","O","O","A","G","A","A","O",3,"O","O","A"
536,"P","P","P","B","H","A","A","P",4,"P","P","A"
537,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
538,"R","R","R","A","J","A","A","R",2,"R","R","A"
539,"S","S","S","B","K","A","A","S",3,"S","S","A"
540,"T","T","T","C","L","A","A","T",4,"T","T","A"
541,"A","A","A","A","A","A","A","A",1,"A","A","A"
542,"B","B","B","B","B","A","A","B",2,"B","B","A"
543,"C","C","C","C","C","A","A","C",3,"C","C","A"
544,"D","D","D","A","D","A","A","D",4,"D","D","A"
545,"E","E","E","B","E","A","A","E",1,"E","E","A"
546,"F","F","F","C","F","A","A","F",2,"F","F","A"
547,"G","G","G","A","G","A","A","G",3,"G","G","A"
548,"H","H","H","B","H","A","A","H",4,"H","H","A"
549,"I","I","I","C","I","A","A","I",1,"I","I","A"
550,"J","J","J","A","J","A","A","J",2,"J","J","A"
551,"K","K","K","B","K","A","A","K",3,"K","K","A"
552,"L","L","L","C","L","A","A","L",4,"L","L","A"
553,"M","M","M","A","A","A","A","M",1,"M","M","A"
554,"N","N","N","B","B","A","A","N",2,"N","N","A"
555,"O","O","O","C","C","A","A","O",3,"O","O","A"
556,"P","P","P","A","D","A","A","P",4,"P","P","A"
557,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
558,"R","R","R","C","F","A","A","R",2,"R","R","A"
559,"S","S","S","A","G","A","A","S",3,"S","S","A"
560,"T","T","T","B","H","A","A","T",4,"T","T","A"
561,"A","A","A","C","I","A","A","A",1,"A","A","A"
562,"B","B","B","A","J","A","A","B",2,"B","B","A"
563,"C","C","C","B","K","A","A","C",3,"C","C","A"
564,"D","D","D","C","L","A","A","D",4,"D","D","A"
565,"E","E","E","A","A","A","A","E",1,"E","E","A"
566,"F","F","F","B","B","A","A","F",2,"F","F","A"
567,"G","G","G","C","C","A","A","G",3,"G","G","A"
568,"H","H","H","A","D","A","A","H",4,"H","H","A"
569,"I","I","I","B","E","A","A","I",1,"I","I","A"
570,"J","J","J","C","F","A","A","J",2,"J","J","A"
571,"K","K","K","A","G","A","A","K",3,"K","K","A"
572,"L","L","L","B","H","A","A","L",4,"L","L","A"
573,"M","M","M","C","I","A","A","M",1,"M","M","A"
574,"N","N","N","A","J","A","A","N",2,"N","N","A"
575,"O","O","O","B","K","A","A","O",3,"O","O","A"
576,"P","P","P","C","L","A","A","P",4,"P","P","A"
577,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
578,"R","R","R","B","B","A","A","R",2,"R","R","A"
579,"S","S","S","C","C","A","A","S",3,"S","S","A"
580,"T","T","T","A","D","A","A","T",4,"T","T","A"
581,"A","A","A","B","E","A","A","A",1,"A","A","A"
582,"B","B","B","C","F","A","A","B",2,"B","B","A"
583,"C","C","C","A","G","A","A","C",3,"C","C","A"
584,"D","D","D","B","H","A","A","D",4,"D","D","A"
585,"E","E","E","C","I","A","A","E",1,"E","E","A"
586,"F","F","F","A","J","A","A","F",2,"F","F","A"
587,"G","G","G","B","K","A","A","G",3,"G","G","A"
588,"H","H","H","C","L","A","A","H",4,"H","H","A"
589,"I","I","I","A","A","A","A","I",1,"I","I","A"
590,"J","J","J","B","B","A","A","J",2,"J","J","A"
591,"K","K","K","C","C","A","A","K",3,"K","K","A"
592,"L","L","L","A","D","A","A","L",4,"L","L","A"
593,"M","M","M","B","E","A","A","M",1,"M","M","A"
594,"N","N","N","C","F","A","A","N",2,"N","N","A"
595,"O","O","O","A","G","A","A","O",3,"O","O","A"
596,"P","P","P","B","H","A","A","P",4,"P","P","A"
597,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
598,"R","R","R","A","J","A","A","R",2,"R","R","A"
599,"S","S","S","B","K","A","A","S",3,"S","S","A"
600,"T","T","T","C","L","A","A","T",4,"T","T","A"
601,"A","A","A","A","A","A","A","A",1,"A","A","A"
602,"B","B","B","B","B","A","A","B",2,"B","B","A"
603,"C","C","C","C","C","A","A","C",3,"C","C","A"
604,"D","D","D","A","D","A","A","D",4,"D","D","A"
605,"E","E","E","B","E","A","A","E",1,"E","E","A"
606,"F","F","F","C","F","A","A","F",2,"F","F","A"
607,"G","G","G","A","G","A","A","G",3,"G","G","A"
608,"H","H","H","B","H","A","A","H",4,"H","H","A"
609,"I","I","I","C","I","A","A","I",1,"I","I","A"
610,"J","J","J","A","J","A","A","J",2,"J","J","A"
611,"K","K","K","B","K","A","A","K",3,"K","K","A"
612,"L","L","L","C","L","A","A","L",4,"L","L","A"
613,"M","M","M","A","A","A","A","M",1,"M","M","A"
614,"N","N","N","B","B","A","A","N",2,"N","N","A"
615,"O","O","O","C","C","A","A","O",3,"O","O","A"
616,"P","P","P","A","D","A","A","P",4,"P","P","A"
617,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
618,"R","R","R","C","F","A","A","R",2,"R","R","A"
619,"S","S","S","A","G","A","A","S",3,"S","S","A"
620,"T","T","T","B","H","A","A","T",4,"T","T","A"
621,"A","A","A","C","I","A","A","A",1,"A","A","A"
622,"B","B","B","A","J","A","A","B",2,"B","B","A"
623,"C","C","C","B","K","A","A","C",3,"C","C","A"
624,"D","D","D","C","L","A","A","D",4,"D","D","A"
625,"E","E","E","A","A","A","A","E",1,"E","E","A"
626,"F","F","F","B","B","A","A","F",2,"F","F","A"
627,"G","G","G","C","C","A","A","G",3,"G","G","A"
628,"H","H","H","A","D","A","A","H",4,"H","H","A"
629,"I","I","I","B","E","A","A","I",1,"I","I","A"
630,"J","J","J","C","F","A","A","J",2,"J","J","A"
631,"K","K","K","A","G","A","A","K",3,"K","K","A"
632,"L","L","L","B","H","A","A","L",4,"L","L","A"
633,"M","M","M","C","I","A","A","M",1,"M","M","A"
634,"N","N","N","A","J","A","A","N",2,"N","N","A"
635,"O","O","O","B","K","A","A","O",3,"O","O","A"
636,"P","P","P","C","L","A","A","P",4,"P","P","A"
637,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
638,"R","R","R","B","B","A","A","R",2,"R","R","A"
639,"S","S","S","C","C","A","A","S",3,"S","S","A"
640,"T","T","T","A","D","A","A","T",4,"T","T","A"
641,"A","A","A","B","E","A","A","A",1,"A","A","A"
642,"B","B","B","C","F","A","A","B",2,"B","B","A"
643,"C","C","C","A","G","A","A","C",3,"C","C","A"
644,"D","D","D","B","H","A","A","D",4,"D","D","A"
645,"E","E","E","C","I","A","A","E",1,"E","E","A"
646,"F","F","F","A","J","A","A","F",2,"F","F","A"
647,"G","G","G","B","K","A","A","G",3,"G","G","A"
648,"H","H","H","C","L","A","A","H",4,"H","H","A"
649,"I","I","I","A","A","A","A","I",1,"I","I","A"
650,"J","J","J","B","B","A","A","J",2,"J","J","A"
651,"K","K","K","C","C","A","A","K",3,"K","K","A"
652,"L","L","L","A","D","A","A","L",4,"L","L","A"
653,"M","M","M","B","E","A","A","M",1,"M","M","A"
654,"N","N","N","C","F","A","A","N",2,"N","N","A"
655,"O","O","O","A","G","A","A","O",3,"O","O","A"
656,"P","P","P","B","H","A","A","P",4,"P","P","A"
657,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
658,"R","R","R","A","J","A","A","R",2,"R","R","A"
659,"S","S","S","B","K","A","A","S",3,"S","S","A"
660,"T","T","T","C","L","A","A","T",4,"T","T","A"
661,"A","A","A","A","A","A","A","A",1,"A","A","A"
662,"B","B","B","B","B","A","A","B",2,"B","B","A"
663,"C","C","C","C","C","A","A","C",3,"C","C","A"
664,"D","D","D","A","D","A","A","D",4,"D","D","A"
665,"E","E","E","B","E","A","A","E",1,"E","E","A"
666,"F","F","F","C","F","A","A","F",2,"F","F","A"
667,"G","G","G","A","G","A","A","G",3,"G","G","A"
668,"H","H","H","B","H","A","A","H",4,"H","H","A"
669,"I","I","I","C","I","A","A","I",1,"I","I","A"
670,"J","J","J","A","J","A","A","J",2,"J","J","A"
671,"K","K","K","B","K","A","A","K",3,"K","K","A"
672,"L","L","L","C","L","A","A","L",4,"L","L","A"
673,"M","M","M","A","A","A","A","M",1,"M","M","A"
674,"N","N","N","B","B","A","A","N",2,"N","N","A"
675,"O","O","O","C","C","A","A","O",3,"O","O","A"
676,"P","P","P","A","D","A","A","P",4,"P","P","A"
677,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
678,"R","R","R","C","F","A","A","R",2,"R","R","A"
679,"S","S","S","A","G","A","A","S",3,"S","S","A"
680,"T","T","T","B","H","A","A","T",4,"T","T","A"
681,"A","A","A","C","I","A","A","A",1,"A","A","A"
682,"B","B","B","A","J","A","A","B",2,"B","B","A"
683,"C","C","C","B","K","A","A","C",3,"C","C","A"
684,"D","D","D","C","L","A","A","D",4,"D","D","A"
685,"E","E","E","A","A","A","A","E",1,"E","E","A"
686,"F","F","F","B","B","A","A","F",2,"F","F","A"
687,"G","G","G","C","C","A","A","G",3,"G","G","A"
688,"H","H","H","A","D","A","A","H",4,"H","H","A"
689,"I","I","I","B","E","A","A","I",1,"I","I","A"
690,"J","J","J","C","F","A","A","J",2,"J","J","A"
691,"K","K","K","A","G","A","A","K",3,"K","K","A"
692,"L","L","L","B","H","A","A","L",4,"L","L","A"
693,"M","M","M","C","I","A","A","M",1,"M","M","A"
694,"N","N","N","A","J","A","A","N",2,"N","N","A"
695,"O","O","O","B","K","A","A","O",3,"O","O","A"
696,"P","P","P","C","L","A","A","P",4,"P","P","A"
697,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
698,"R","R","R","B","B","A","A","R",2,"R","R","A"
699,"S","S","S","C","C","A","A","S",3,"S","S","A"
700,"T","T","T","A","D","A","A","T",4,"T","T","A"
701,"A","A","A","B","E","A","A","A",1,"A","A","A"
702,"B","B","B","C","F","A","A","B",2,"B","B","A"
703,"C","C","C","A","G","A","A","C",3,"C","C","A"
704,"D","D","D","B","H","A","A","D",4,"D","D","A"
705,"E","E","E","C","I","A","A","E",1,"E","E","A"
706,"F","F","F","A","J","A","A","F",2,"F","F","A"
707,"G","G","G","B","K","A","A","G",3,"G","G","A"
708,"H","H","H","C","L","A","A","H",4,"H","H","A"
709,"I","I","I","A","A","A","A","I",1,"I","I","A"
710,"J","J","J","B","B","A","A","J",2,"J","J","A"
711,"K","K","K","C","C","A","A","K",3,"K","K","A"
712,"L","L","L","A","D","A","A","L",4,"L","L","A"
713,"M","M","M","B","E","A","A","M",1,"M","M","A"
714,"N","N","N","C","F","A","A","N",2,"N","N","A"
715,"O","O","O","A","G","A","A","O",3,"O","O","A"
716,"P","P","P","B","H","A","A","P",4,"P","P","A"
717,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
718,"R","R","R","A","J","A","A","R",2,"R","R","A"
719,"S","S","S","B","K","A","A","S",3,"S","S","A"
720,"T","T","T","C","L","A","A","T",4,"T","T","A"
721,"A","A","A","A","A","A","A","A",1,"A","A","A"
722,"B","B","B","B","B","A","A","B",2,"B","B","A"
723,"C","C","C","C","C","A","A","C",3,"C","C","A"
724,"D","D","D","A","D","A","A","D",4,"D","D","A"
725,"E","E","E","B","E","A","A","E",1,"E","E","A"
726,"F","F","F","C","F","A","A","F",2,"F","F","A"
727,"G","G","G","A","G","A","A","G",3,"G","G","A"
728,"H","H","H","B","H","A","A","H",4,"H","H","A"
729,"I","I","I","C","I","A","A","I",1,"I","I","A"
730,"J","J","J","A","J","A","A","J",2,"J","J","A"
731,"K","K","K","B","K","A","A","K",3,"K","K","A"
732,"L","L","L","C","L","A","A","L",4,"L","L","A"
733,"M","M","M","A","A","A","A","M",1,"M","M","A"
734,"N","N","N","B","B","A","A","N",2,"N","N","A"
735,"O","O","O","C","C","A","A","O",3,"O","O","A"
736,"P","P","P","A","D","A","A","P",4,"P","P","A"
737,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
738,"R","R","R","C","F","A","A","R",2,"R","R","A"
739,"S","S","S","A","G","A","A","S",3,"S","S","A"
740,"T","T","T","B","H","A","A","T",4,"T","T","A"
741,"A","A","A","C","I","A","A","A",1,"A","A","A"
742,"B","B","B","A","J","A","A","B",2,"B","B","A"
743,"C","C","C","B","K","A","A","C",3,"C","C","A"
744,"D","D","D","C","L","A","A","D",4,"D","D","A"
745,"E","E","E","A","A","A","A","E",1,"E","E","A"
746,"F","F","F","B","B","A","A","F",2,"F","F","A"
747,"G","G","G","C","C","A","A","G",3,"G","G","A"
748,"H","H","H","A","D","A","A","H",4,"H","H","A"
749,"I","I","I","B","E","A","A","I",1,"I","I","A"
750,"J","J","J","C","F","A","A","J",2,"J","J","A"
751,"K","K","K","A","G","A","A","K",3,"K","K","A"
752,"L","L","L","B","H","A","A","L",4,"L","L","A"
753,"M","M","M","C","I","A","A","M",1,"M","M","A"
754,"N","N","N","A","J","A","A","N",2,"N","N","A"
755,"O","O","O","B","K","A","A","O",3,"O","O","A"
756,"P","P","P","C","L","A","A","P",4,"P","P","A"
757,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
758,"R","R","R","B","B","A","A","R",2,"R","R","A"
759,"S","S","S","C","C","A","A","S",3,"S","S","A"
760,"T","T","T","A","D","A","A","T",4,"T","T","A"
761,"A","A","A","B","E","A","A","A",1,"A","A","A"
762,"B","B","B","C","F","A","A","B",2,"B","B","A"
763,"C","C","C","A","G","A","A","C",3,"C","C","A"
764,"D","D","D","B","H","A","A","D",4,"D","D","A"
765,"E","E","E","C","I","A","A","E",1,"E","E","A"
766,"F","F","F","A","J","A","A","F",2,"F","F","A"
767,"G","G","G","B","K","A","A","G",3,"G","G","A"
768,"H","H","H","C","L","A","A","H",4,"H","H","A"
769,"I","I","I","A","A","A","A","I",1,"I","I","A"
770,"J","J","J","B","B","A","A","J",2,"J","J","A"
771,"K","K","K","C","C","A","A","K",3,"K","K","A"
772,"L","L","L","A","D","A","A","L",4,"L","L","A"
773,"M","M","M","B","E","A","A","M",1,"M","M","A"
774,"N","N","N","C","F","A","A","N",2,"N","N","A"
775,"O","O","O","A","G","A","A","O",3,"O","O","A"
776,"P","P","P","B","H","A","A","P",4,"P","P","A"
777,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
778,"R","R","R","A","J","A","A","R",2,"R","R","A"
779,"S","S","S","B","K","A","A","S",3,"S","S","A"
780,"T","T","T","C","L","A","A","T",4,"T","T","A"
781,"A","A","A","A","A","A","A","A",1,"A","A","A"
782,"B","B","B","B","B","A","A","B",2,"B","B","A"
783,"C","C","C","C","C","A","A","C",3,"C","C","A"
784,"D","D","D","A","D","A","A","D",4,"D","D","A"
785,"E","E","E","B","E","A","A","E",1,"E","E","A"
786,"F","F","F","C","F","A","A","F",2,"F","F","A"
787,"G","G","G","A","G","A","A","G",3,"G","G","A"
788,"H","H","H","B","H","A","A","H",4,"H","H","A"
789,"I","I","I","C","I","A","A","I",1,"I","I","A"
790,"J","J","J","A","J","A","A","J",2,"J","J","A"
791,"K","K","K","B","K","A","A","K",3,"K","K","A"
792,"L","L","L","C","L","A","A","L",4,"L","L","A"
793,"M","M","M","A","A","A","A","M",1,"M","M","A"
794,"N","N","N","B","B","A","A","N",2,"N","N","A"
795,"O","O","O","C","C","A","A","O",3,"O","O","A"
796,"P","P","P","A","D","A","A","P",4,"P","P","A"
797,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
798,"R","R","R","C","F","A","A","R",2,"R","R","A"
799,"S","S","S","A","G","A","A","S",3,"S","S","A"
800,"T","T","T","B","H","A","A","T",4,"T","T","A"
801,"A","A","A","C","I","A","A","A",1,"A","A","A"
802,"B","B","B","A","J","A","A","B",2,"B","B","A"
803,"C","C","C","B","K","A","A","C",3,"C","C","A"
804,"D","D","D","C","L","A","A","D",4,"D","D","A"
805,"E","E","E","A","A","A","A","E",1,"E","E","A"
806,"F","F","F","B","B","A","A","F",2,"F","F","A"
807,"G","G","G","C","C","A","A","G",3,"G","G","A"
808,"H","H","H","A","D","A","A","H",4,"H","H","A"
809,"I","I","I","B","E","A","A","I",1,"I","I","A"
810,"J","J","J","C","F","A","A","J",2,"J","J","A"
811,"K","K","K","A","G","A","A","K",3,"K","K","A"
812,"L","L","L","B","H","A","A","L",4,"L","L","A"
813,"M","M","M","C","I","A","A","M",1,"M","M","A"
814,"N","N","N","A","J","A","A","N",2,"N","N","A"
815,"O","O","O","B","K","A","A","O",3,"O","O","A"
816,"P","P","P","C","L","A","A","P",4,"P","P","A"
817,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
818,"R","R","R","B","B","A","A","R",2,"R","R","A"
819,"S","S","S","C","C","A","A","S",3,"S","S","A"
820,"T","T","T","A","D","A","A","T",4,"T","T","A"
821,"A","A","A","B","E","A","A","A",1,"A","A","A"
822,"B","B","B","C","F","A","A","B",2,"B","B","A"
823,"C","C","C","A","G","A","A","C",3,"C","C","A"
824,"D","D","D","B","H","A","A","D",4,"D","D","A"
825,"E","E","E","C","I","A","A","E",1,"E","E","A"
826,"F","F","F","A","J","A","A","F",2,"F","F","A"
827,"G","G","G","B","K","A","A","G",3,"G","G","A"
828,"H","H","H","C","L","A","A","H",4,"H","H","A"
829,"I","I","I","A","A","A","A","I",1,"I","I","A"
830,"J","J","J","B","B","A","A","J",2,"J","J","A"
831,"K","K","K","C","C","A","A","K",3,"K","K","A"
832,"L","L","L","A","D","A","A","L",4,"L","L","A"
833,"M","M","M","B","E","A","A","M",1,"M","M","A"
834,"N","N","N","C","F","A","A","N",2,"N","N","A"
835,"O","O","O","A","G","A","A","O",3,"O","O","A"
836,"P","P","P","B","H","A","A","P",4,"P","P","A"
837,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
838,"R","R","R","A","J","A","A","R",2,"R","R","A"
839,"S","S","S","B","K","A","A","S",3,"S","S","A"
840,"T","T","T","C","L","A","A","T",4,"T","T","A"
841,"A","A","A","A","A","A","A","A",1,"A","A","A"
842,"B","B","B","B","B","A","A","B",2,"B","B","A"
843,"C","C","C","C","C","A","A","C",3,"C","C","A"
844,"D","D","D","A","D","A","A","D",4,"D","D","A"
845,"E","E","E","B","E","A","A","E",1,"E","E","A"
846,"F","F","F","C","F","A","A","F",2,"F","F","A"
847,"G","G","G","A","G","A","A","G",3,"G","G","A"
848,"H","H","H","B","H","A","A","H",4,"H","H","A"
849,"I","I","I","C","I","A","A","I",1,"I","I","A"
850,"J","J","J","A","J","A","A","J",2,"J","J","A"
851,"K","K","K","B","K","A","A","K",3,"K","K","A"
852,"L","L","L","C","L","A","A","L",4,"L","L","A"
853,"M","M","M","A","A","A","A","M",1,"M","M","A"
854,"N","N","N","B","B","A","A","N",2,"N","N","A"
855,"O","O","O","C","C","A","A","O",3,"O","O","A"
856,"P","P","P","A","D","A","A","P",4,"P","P","A"
857,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
858,"R","R","R","C","F","A","A","R",2,"R","R","A"
859,"S","S","S","A","G","A","A","S",3,"S","S","A"
860,"T","T","T","B","H","A","A","T",4,"T","T","A"
861,"A","A","A","C","I","A","A","A",1,"A","A","A"
862,"B","B","B","A","J","A","A","B",2,"B","B","A"
863,"C","C","C","B","K","A","A","C",3,"C","C","A"
864,"D","D","D","C","L","A","A","D",4,"D","D","A"
865,"E","E","E","A","A","A","A","E",1,"E","E","A"
866,"F","F","F","B","B","A","A","F",2,"F","F","A"
867,"G","G","G","C","C","A","A","G",3,"G","G","A"
868,"H","H","H","A","D","A","A","H",4,"H","H","A"
869,"I","I","I","B","E","A","A","I",1,"I","I","A"
870,"J","J","J","C","F","A","A","J",2,"J","J","A"
871,"K","K","K","A","G","A","A","K",3,"K","K","A"
872,"L","L","L","B","H","A","A","L",4,"L","L","A"
873,"M","M","M","C","I","A","A","M",1,"M","M","A"
874,"N","N","N","A","J","A","A","N",2,"N","N","A"
875,"O","O","O","B","K","A","A","O",3,"O","O","A"
876,"P","P","P","C","L","A","A","P",4,"P","P","A"
877,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
878,"R","R","R","B","B","A","A","R",2,"R","R","A"
879,"S","S","S","C","C","A","A","S",3,"S","S","A"
880,"T","T","T","A","D","A","A","T",4,"T","T","A"
881,"A","A","A","B","E","A","A","A",1,"A","A","A"
882,"B","B","B","C","F","A","A","B",2,"B","B","A"
883,"C","C","C","A","G","A","A","C",3,"C","C","A"
884,"D","D","D","B","H","A","A","D",4,"D","D","A"
885,"E","E","E","C","I","A","A","E",1,"E","E","A"
886,"F","F","F","A","J","A","A","F",2,"F","F","A"
887,"G","G","G","B","K","A","A","G",3,"G","G","A"
888,"H","H","H","C","L","A","A","H",4,"H","H","A"
889,"I","I","I","A","A","A","A","I",1,"I","I","A"
890,"J","J","J","B","B","A","A","J",2,"J","J","A"
891,"K","K","K","C","C","A","A","K",3,"K","K","A"
892,"L","L","L","A","D","A","A","L",4,"L","L","A"
893,"M","M","M","B","E","A","A","M",1,"M","M","A"
894,"N","N","N","C","F","A","A","N",2,"N","N","A"
895,"O","O","O","A","G","A","A","O",3,"O","O","A"
896,"P","P","P","B","H","A","A","P",4,"P","P","A"
897,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
898,"R","R","R","A","J","A","A","R",2,"R","R","A"
899,"S","S","S","B","K","A","A","S",3,"S","S","A"
900,"T","T","T","C","L","A","A","T",4,"T","T","A"
