"id","vendor_id","supplier_id","name","description","notes"
3491,3491,1491,"K","K","K"
3492,3492,1492,"L","L","L"
3493,3493,1493,"M","M","M"
3494,3494,1494,"N","N","N"
3495,3495,1495,"O","O","O"
3496,3496,1496,"P","P","P"
3497,3497,1497,"Q","Q","Q"
3498,3498,1498,"R","R","R"
3499,3499,1499,"S","S","S"
3500,3500,1500,"T","T","T"
3501,3501,1501,"A","A","A"
3502,3502,1502,"B","B","B"
3503,3503,1503,"C","C","C"
3504,3504,1504,"D","D","D"
3505,3505,1505,"E","E","E"
3506,3506,1506,"F","F","F"
3507,3507,1507,"G","G","G"
3508,3508,1508,"H","H","H"
3509,3509,1509,"I","I","I"
3510,3510,1510,"J","J","J"
3511,3511,1511,"K","K","K"
3512,3512,1512,"L","L","L"
3513,3513,1513,"M","M","M"
3514,3514,1514,"N","N","N"
3515,3515,1515,"O","O","O"
3516,3516,1516,"P","P","P"
3517,3517,1517,"Q","Q","Q"
3518,3518,1518,"R","R","R"
3519,3519,1519,"S","S","S"
3520,3520,1520,"T","T","T"
3521,3521,1521,"A","A","A"
3522,3522,1522,"B","B","B"
3523,3523,1523,"C","C","C"
3524,3524,1524,"D","D","D"
3525,3525,1525,"E","E","E"
3526,3526,1526,"F","F","F"
3527,3527,1527,"G","G","G"
3528,3528,1528,"H","H","H"
3529,3529,1529,"I","I","I"
3530,3530,1530,"J","J","J"
3531,3531,1531,"K","K","K"
3532,3532,1532,"L","L","L"
3533,3533,1533,"M","M","M"
3534,3534,1534,"N","N","N"
3535,3535,1535,"O","O","O"
3536,3536,1536,"P","P","P"
3537,3537,1537,"Q","Q","Q"
3538,3538,1538,"R","R","R"
3539,3539,1539,"S","S","S"
3540,3540,1540,"T","T","T"
3541,3541,1541,"A","A","A"
3542,3542,1542,"B","B","B"
3543,3543,1543,"C","C","C"
3544,3544,1544,"D","D","D"
3545,3545,1545,"E","E","E"
3546,3546,1546,"F","F","F"
3547,3547,1547,"G","G","G"
3548,3548,1548,"H","H","H"
3549,3549,1549,"I","I","I"
3550,3550,1550,"J","J","J"
3551,3551,1551,"K","K","K"
3552,3552,1552,"L","L","L"
3553,3553,1553,"M","M","M"
3554,3554,1554,"N","N","N"
3555,3555,1555,"O","O","O"
3556,3556,1556,"P","P","P"
3557,3557,1557,"Q","Q","Q"
3558,3558,1558,"R","R","R"
3559,3559,1559,"S","S","S"
3560,3560,1560,"T","T","T"
3561,3561,1561,"A","A","A"
3562,3562,1562,"B","B","B"
3563,3563,1563,"C","C","C"
3564,3564,1564,"D","D","D"
3565,3565,1565,"E","E","E"
3566,3566,1566,"F","F","F"
3567,3567,1567,"G","G","G"
3568,3568,1568,"H","H","H"
3569,3569,1569,"I","I","I"
3570,3570,1570,"J","J","J"
3571,3571,1571,"K","K","K"
3572,3572,1572,"L","L","L"
3573,3573,1573,"M","M","M"
3574,3574,1574,"N","N","N"
3575,3575,1575,"O","O","O"
3576,3576,1576,"P","P","P"
3577,3577,1577,"Q","Q","Q"
3578,3578,1578,"R","R","R"
3579,3579,1579,"S","S","S"
3580,3580,1580,"T","T","T"
3581,3581,1581,"A","A","A"
3582,3582,1582,"B","B","B"
3583,3583,1583,"C","C","C"
3584,3584,1584,"D","D","D"
3585,3585,1585,"E","E","E"
3586,3586,1586,"F","F","F"
3587,3587,1587,"G","G","G"
3588,3588,1588,"H","H","H"
3589,3589,1589,"I","I","I"
3590,3590,1590,"J","J","J"
3591,3591,1591,"K","K","K"
3592,3592,1592,"L","L","L"
3593,3593,1593,"M","M","M"
3594,3594,1594,"N","N","N"
3595,3595,1595,"O","O","O"
3596,3596,1596,"P","P","P"
3597,3597,1597,"Q","Q","Q"
3598,3598,1598,"R","R","R"
3599,3599,1599,"S","S","S"
3600,3600,1600,"T","T","T"
3601,3601,1601,"A","A","A"
3602,3602,1602,"B","B","B"
3603,3603,1603,"C","C","C"
3604,3604,1604,"D","D","D"
3605,3605,1605,"E","E","E"
3606,3606,1606,"F","F","F"
3607,3607,1607,"G","G","G"
3608,3608,1608,"H","H","H"
3609,3609,1609,"I","I","I"
3610,3610,1610,"J","J","J"
3611,3611,1611,"K","K","K"
3612,3612,1612,"L","L","L"
3613,3613,1613,"M","M","M"
3614,3614,1614,"N","N","N"
3615,3615,1615,"O","O","O"
3616,3616,1616,"P","P","P"
3617,3617,1617,"Q","Q","Q"
3618,3618,1618,"R","R","R"
3619,3619,1619,"S","S","S"
3620,3620,1620,"T","T","T"
3621,3621,1621,"A","A","A"
3622,3622,1622,"B","B","B"
3623,3623,1623,"C","C","C"
3624,3624,1624,"D","D","D"
3625,3625,1625,"E","E","E"
3626,3626,1626,"F","F","F"
3627,3627,1627,"G","G","G"
3628,3628,1628,"H","H","H"
3629,3629,1629,"I","I","I"
3630,3630,1630,"J","J","J"
3631,3631,1631,"K","K","K"
3632,3632,1632,"L","L","L"
3633,3633,1633,"M","M","M"
3634,3634,1634,"N","N","N"
3635,3635,1635,"O","O","O"
3636,3636,1636,"P","P","P"
3637,3637,1637,"Q","Q","Q"
3638,3638,1638,"R","R","R"
3639,3639,1639,"S","S","S"
3640,3640,1640,"T","T","T"
3641,3641,1641,"A","A","A"
3642,3642,1642,"B","B","B"
3643,3643,1643,"C","C","C"
3644,3644,1644,"D","D","D"
3645,3645,1645,"E","E","E"
3646,3646,1646,"F","F","F"
3647,3647,1647,"G","G","G"
3648,3648,1648,"H","H","H"
3649,3649,1649,"I","I","I"
3650,3650,1650,"J","J","J"
3651,3651,1651,"K","K","K"
3652,3652,1652,"L","L","L"
3653,3653,1653,"M","M","M"
3654,3654,1654,"N","N","N"
3655,3655,1655,"O","O","O"
3656,3656,1656,"P","P","P"
3657,3657,1657,"Q","Q","Q"
3658,3658,1658,"R","R","R"
3659,3659,1659,"S","S","S"
3660,3660,1660,"T","T","T"
3661,3661,1661,"A","A","A"
3662,3662,1662,"B","B","B"
3663,3663,1663,"C","C","C"
3664,3664,1664,"D","D","D"
3665,3665,1665,"E","E","E"
3666,3666,1666,"F","F","F"
3667,3667,1667,"G","G","G"
3668,3668,1668,"H","H","H"
3669,3669,1669,"I","I","I"
3670,3670,1670,"J","J","J"
3671,3671,1671,"K","K","K"
3672,3672,1672,"L","L","L"
3673,3673,1673,"M","M","M"
3674,3674,1674,"N","N","N"
3675,3675,1675,"O","O","O"
3676,3676,1676,"P","P","P"
3677,3677,1677,"Q","Q","Q"
3678,3678,1678,"R","R","R"
3679,3679,1679,"S","S","S"
3680,3680,1680,"T","T","T"
3681,3681,1681,"A","A","A"
3682,3682,1682,"B","B","B"
3683,3683,1683,"C","C","C"
3684,3684,1684,"D","D","D"
3685,3685,1685,"E","E","E"
3686,3686,1686,"F","F","F"
3687,3687,1687,"G","G","G"
3688,3688,1688,"H","H","H"
3689,3689,1689,"I","I","I"
3690,3690,1690,"J","J","J"
3691,3691,1691,"K","K","K"
3692,3692,1692,"L","L","L"
3693,3693,1693,"M","M","M"
3694,3694,1694,"N","N","N"
3695,3695,1695,"O","O","O"
3696,3696,1696,"P","P","P"
3697,3697,1697,"Q","Q","Q"
3698,3698,1698,"R","R","R"
3699,3699,1699,"S","S","S"
3700,3700,1700,"T","T","T"
3701,3701,1701,"A","A","A"
3702,3702,1702,"B","B","B"
3703,3703,1703,"C","C","C"
3704,3704,1704,"D","D","D"
3705,3705,1705,"E","E","E"
3706,3706,1706,"F","F","F"
3707,3707,1707,"G","G","G"
3708,3708,1708,"H","H","H"
3709,3709,1709,"I","I","I"
3710,3710,1710,"J","J","J"
3711,3711,1711,"K","K","K"
3712,3712,1712,"L","L","L"
3713,3713,1713,"M","M","M"
3714,3714,1714,"N","N","N"
3715,3715,1715,"O","O","O"
3716,3716,1716,"P","P","P"
3717,3717,1717,"Q","Q","Q"
3718,3718,1718,"R","R","R"
3719,3719,1719,"S","S","S"
3720,3720,1720,"T","T","T"
3721,3721,1721,"A","A","A"
3722,3722,1722,"B","B","B"
3723,3723,1723,"C","C","C"
3724,3724,1724,"D","D","D"
3725,3725,1725,"E","E","E"
3726,3726,1726,"F","F","F"
3727,3727,1727,"G","G","G"
3728,3728,1728,"H","H","H"
3729,3729,1729,"I","I","I"
3730,3730,1730,"J","J","J"
3731,3731,1731,"K","K","K"
3732,3732,1732,"L","L","L"
3733,3733,1733,"M","M","M"
3734,3734,1734,"N","N","N"
3735,3735,1735,"O","O","O"
3736,3736,1736,"P","P","P"
3737,3737,1737,"Q","Q","Q"
3738,3738,1738,"R","R","R"
3739,3739,1739,"S","S","S"
3740,3740,1740,"T","T","T"
3741,3741,1741,"A","A","A"
3742,3742,1742,"B","B","B"
3743,3743,1743,"C","C","C"
3744,3744,1744,"D","D","D"
3745,3745,1745,"E","E","E"
3746,3746,1746,"F","F","F"
3747,3747,1747,"G","G","G"
3748,3748,1748,"H","H","H"
3749,3749,1749,"I","I","I"
3750,3750,1750,"J","J","J"
3751,3751,1751,"K","K","K"
3752,3752,1752,"L","L","L"
3753,3753,1753,"M","M","M"
3754,3754,1754,"N","N","N"
3755,3755,1755,"O","O","O"
3756,3756,1756,"P","P","P"
3757,3757,1757,"Q","Q","Q"
3758,3758,1758,"R","R","R"
3759,3759,1759,"S","S","S"
3760,3760,1760,"T","T","T"
3761,3761,1761,"A","A","A"
3762,3762,1762,"B","B","B"
3763,3763,1763,"C","C","C"
3764,3764,1764,"D","D","D"
3765,3765,1765,"E","E","E"
3766,3766,1766,"F","F","F"
3767,3767,1767,"G","G","G"
3768,3768,1768,"H","H","H"
3769,3769,1769,"I","I","I"
3770,3770,1770,"J","J","J"
3771,3771,1771,"K","K","K"
3772,3772,1772,"L","L","L"
3773,3773,1773,"M","M","M"
3774,3774,1774,"N","N","N"
3775,3775,1775,"O","O","O"
3776,3776,1776,"P","P","P"
3777,3777,1777,"Q","Q","Q"
3778,3778,1778,"R","R","R"
3779,3779,1779,"S","S","S"
3780,3780,1780,"T","T","T"
3781,3781,1781,"A","A","A"
3782,3782,1782,"B","B","B"
3783,3783,1783,"C","C","C"
3784,3784,1784,"D","D","D"
3785,3785,1785,"E","E","E"
3786,3786,1786,"F","F","F"
3787,3787,1787,"G","G","G"
3788,3788,1788,"H","H","H"
3789,3789,1789,"I","I","I"
3790,3790,1790,"J","J","J"
3791,3791,1791,"K","K","K"
3792,3792,1792,"L","L","L"
3793,3793,1793,"M","M","M"
3794,3794,1794,"N","N","N"
3795,3795,1795,"O","O","O"
3796,3796,1796,"P","P","P"
3797,3797,1797,"Q","Q","Q"
3798,3798,1798,"R","R","R"
3799,3799,1799,"S","S","S"
3800,3800,1800,"T","T","T"
3801,3801,1801,"A","A","A"
3802,3802,1802,"B","B","B"
3803,3803,1803,"C","C","C"
3804,3804,1804,"D","D","D"
3805,3805,1805,"E","E","E"
3806,3806,1806,"F","F","F"
3807,3807,1807,"G","G","G"
3808,3808,1808,"H","H","H"
3809,3809,1809,"I","I","I"
3810,3810,1810,"J","J","J"
3811,3811,1811,"K","K","K"
3812,3812,1812,"L","L","L"
3813,3813,1813,"M","M","M"
3814,3814,1814,"N","N","N"
3815,3815,1815,"O","O","O"
3816,3816,1816,"P","P","P"
3817,3817,1817,"Q","Q","Q"
3818,3818,1818,"R","R","R"
3819,3819,1819,"S","S","S"
3820,3820,1820,"T","T","T"
3821,3821,1821,"A","A","A"
3822,3822,1822,"B","B","B"
3823,3823,1823,"C","C","C"
3824,3824,1824,"D","D","D"
3825,3825,1825,"E","E","E"
3826,3826,1826,"F","F","F"
3827,3827,1827,"G","G","G"
3828,3828,1828,"H","H","H"
3829,3829,1829,"I","I","I"
3830,3830,1830,"J","J","J"
3831,3831,1831,"K","K","K"
3832,3832,1832,"L","L","L"
3833,3833,1833,"M","M","M"
3834,3834,1834,"N","N","N"
3835,3835,1835,"O","O","O"
3836,3836,1836,"P","P","P"
3837,3837,1837,"Q","Q","Q"
3838,3838,1838,"R","R","R"
3839,3839,1839,"S","S","S"
3840,3840,1840,"T","T","T"
3841,3841,1841,"A","A","A"
3842,3842,1842,"B","B","B"
3843,3843,1843,"C","C","C"
3844,3844,1844,"D","D","D"
3845,3845,1845,"E","E","E"
3846,3846,1846,"F","F","F"
3847,3847,1847,"G","G","G"
3848,3848,1848,"H","H","H"
3849,3849,1849,"I","I","I"
3850,3850,1850,"J","J","J"
3851,3851,1851,"K","K","K"
3852,3852,1852,"L","L","L"
3853,3853,1853,"M","M","M"
3854,3854,1854,"N","N","N"
3855,3855,1855,"O","O","O"
3856,3856,1856,"P","P","P"
3857,3857,1857,"Q","Q","Q"
3858,3858,1858,"R","R","R"
3859,3859,1859,"S","S","S"
3860,3860,1860,"T","T","T"
3861,3861,1861,"A","A","A"
3862,3862,1862,"B","B","B"
3863,3863,1863,"C","C","C"
3864,3864,1864,"D","D","D"
3865,3865,1865,"E","E","E"
3866,3866,1866,"F","F","F"
3867,3867,1867,"G","G","G"
3868,3868,1868,"H","H","H"
3869,3869,1869,"I","I","I"
3870,3870,1870,"J","J","J"
3871,3871,1871,"K","K","K"
3872,3872,1872,"L","L","L"
3873,3873,1873,"M","M","M"
3874,3874,1874,"N","N","N"
3875,3875,1875,"O","O","O"
3876,3876,1876,"P","P","P"
3877,3877,1877,"Q","Q","Q"
3878,3878,1878,"R","R","R"
3879,3879,1879,"S","S","S"
3880,3880,1880,"T","T","T"
3881,3881,1881,"A","A","A"
3882,3882,1882,"B","B","B"
3883,3883,1883,"C","C","C"
3884,3884,1884,"D","D","D"
3885,3885,1885,"E","E","E"
3886,3886,1886,"F","F","F"
3887,3887,1887,"G","G","G"
3888,3888,1888,"H","H","H"
3889,3889,1889,"I","I","I"
3890,3890,1890,"J","J","J"
3891,3891,1891,"K","K","K"
3892,3892,1892,"L","L","L"
3893,3893,1893,"M","M","M"
3894,3894,1894,"N","N","N"
3895,3895,1895,"O","O","O"
3896,3896,1896,"P","P","P"
3897,3897,1897,"Q","Q","Q"
3898,3898,1898,"R","R","R"
3899,3899,1899,"S","S","S"
3900,3900,1900,"T","T","T"
3901,3901,1901,"A","A","A"
3902,3902,1902,"B","B","B"
3903,3903,1903,"C","C","C"
3904,3904,1904,"D","D","D"
3905,3905,1905,"E","E","E"
3906,3906,1906,"F","F","F"
3907,3907,1907,"G","G","G"
3908,3908,1908,"H","H","H"
3909,3909,1909,"I","I","I"
3910,3910,1910,"J","J","J"
3911,3911,1911,"K","K","K"
3912,3912,1912,"L","L","L"
3913,3913,1913,"M","M","M"
3914,3914,1914,"N","N","N"
3915,3915,1915,"O","O","O"
3916,3916,1916,"P","P","P"
3917,3917,1917,"Q","Q","Q"
3918,3918,1918,"R","R","R"
3919,3919,1919,"S","S","S"
3920,3920,1920,"T","T","T"
3921,3921,1921,"A","A","A"
3922,3922,1922,"B","B","B"
3923,3923,1923,"C","C","C"
3924,3924,1924,"D","D","D"
3925,3925,1925,"E","E","E"
3926,3926,1926,"F","F","F"
3927,3927,1927,"G","G","G"
3928,3928,1928,"H","H","H"
3929,3929,1929,"I","I","I"
3930,3930,1930,"J","J","J"
3931,3931,1931,"K","K","K"
3932,3932,1932,"L","L","L"
3933,3933,1933,"M","M","M"
3934,3934,1934,"N","N","N"
3935,3935,1935,"O","O","O"
3936,3936,1936,"P","P","P"
3937,3937,1937,"Q","Q","Q"
3938,3938,1938,"R","R","R"
3939,3939,1939,"S","S","S"
3940,3940,1940,"T","T","T"
3941,3941,1941,"A","A","A"
3942,3942,1942,"B","B","B"
3943,3943,1943,"C","C","C"
3944,3944,1944,"D","D","D"
3945,3945,1945,"E","E","E"
3946,3946,1946,"F","F","F"
3947,3947,1947,"G","G","G"
3948,3948,1948,"H","H","H"
3949,3949,1949,"I","I","I"
3950,3950,1950,"J","J","J"
3951,3951,1951,"K","K","K"
3952,3952,1952,"L","L","L"
3953,3953,1953,"M","M","M"
3954,3954,1954,"N","N","N"
3955,3955,1955,"O","O","O"
3956,3956,1956,"P","P","P"
3957,3957,1957,"Q","Q","Q"
3958,3958,1958,"R","R","R"
3959,3959,1959,"S","S","S"
3960,3960,1960,"T","T","T"
3961,3961,1961,"A","A","A"
3962,3962,1962,"B","B","B"
3963,3963,1963,"C","C","C"
3964,3964,1964,"D","D","D"
3965,3965,1965,"E","E","E"
3966,3966,1966,"F","F","F"
3967,3967,1967,"G","G","G"
3968,3968,1968,"H","H","H"
3969,3969,1969,"I","I","I"
3970,3970,1970,"J","J","J"
3971,3971,1971,"K","K","K"
3972,3972,1972,"L","L","L"
3973,3973,1973,"M","M","M"
3974,3974,1974,"N","N","N"
3975,3975,1975,"O","O","O"
3976,3976,1976,"P","P","P"
3977,3977,1977,"Q","Q","Q"
3978,3978,1978,"R","R","R"
3979,3979,1979,"S","S","S"
3980,3980,1980,"T","T","T"
3981,3981,1981,"A","A","A"
3982,3982,1982,"B","B","B"
3983,3983,1983,"C","C","C"
3984,3984,1984,"D","D","D"
3985,3985,1985,"E","E","E"
3986,3986,1986,"F","F","F"
3987,3987,1987,"G","G","G"
3988,3988,1988,"H","H","H"
3989,3989,1989,"I","I","I"
3990,3990,1990,"J","J","J"
3991,3991,1991,"K","K","K"
3992,3992,1992,"L","L","L"
3993,3993,1993,"M","M","M"
3994,3994,1994,"N","N","N"
3995,3995,1995,"O","O","O"
3996,3996,1996,"P","P","P"
3997,3997,1997,"Q","Q","Q"
3998,3998,1998,"R","R","R"
3999,3999,1999,"S","S","S"
4000,4000,2000,"T","T","T"
4001,4001,1,"A","A","A"
4002,4002,2,"B","B","B"
4003,4003,3,"C","C","C"
4004,4004,4,"D","D","D"
4005,4005,5,"E","E","E"
4006,4006,6,"F","F","F"
4007,4007,7,"G","G","G"
4008,4008,8,"H","H","H"
4009,4009,9,"I","I","I"
4010,4010,10,"J","J","J"
4011,4011,11,"K","K","K"
4012,4012,12,"L","L","L"
4013,4013,13,"M","M","M"
4014,4014,14,"N","N","N"
4015,4015,15,"O","O","O"
4016,4016,16,"P","P","P"
4017,4017,17,"Q","Q","Q"
4018,4018,18,"R","R","R"
4019,4019,19,"S","S","S"
4020,4020,20,"T","T","T"
4021,4021,21,"A","A","A"
4022,4022,22,"B","B","B"
4023,4023,23,"C","C","C"
4024,4024,24,"D","D","D"
4025,4025,25,"E","E","E"
4026,4026,26,"F","F","F"
4027,4027,27,"G","G","G"
4028,4028,28,"H","H","H"
4029,4029,29,"I","I","I"
4030,4030,30,"J","J","J"
4031,4031,31,"K","K","K"
4032,4032,32,"L","L","L"
4033,4033,33,"M","M","M"
4034,4034,34,"N","N","N"
4035,4035,35,"O","O","O"
4036,4036,36,"P","P","P"
4037,4037,37,"Q","Q","Q"
4038,4038,38,"R","R","R"
4039,4039,39,"S","S","S"
4040,4040,40,"T","T","T"
4041,4041,41,"A","A","A"
4042,4042,42,"B","B","B"
4043,4043,43,"C","C","C"
4044,4044,44,"D","D","D"
4045,4045,45,"E","E","E"
4046,4046,46,"F","F","F"
4047,4047,47,"G","G","G"
4048,4048,48,"H","H","H"
4049,4049,49,"I","I","I"
4050,4050,50,"J","J","J"
4051,4051,51,"K","K","K"
4052,4052,52,"L","L","L"
4053,4053,53,"M","M","M"
4054,4054,54,"N","N","N"
4055,4055,55,"O","O","O"
4056,4056,56,"P","P","P"
4057,4057,57,"Q","Q","Q"
4058,4058,58,"R","R","R"
4059,4059,59,"S","S","S"
4060,4060,60,"T","T","T"
4061,4061,61,"A","A","A"
4062,4062,62,"B","B","B"
4063,4063,63,"C","C","C"
4064,4064,64,"D","D","D"
4065,4065,65,"E","E","E"
4066,4066,66,"F","F","F"
4067,4067,67,"G","G","G"
4068,4068,68,"H","H","H"
4069,4069,69,"I","I","I"
4070,4070,70,"J","J","J"
4071,4071,71,"K","K","K"
4072,4072,72,"L","L","L"
4073,4073,73,"M","M","M"
4074,4074,74,"N","N","N"
4075,4075,75,"O","O","O"
4076,4076,76,"P","P","P"
4077,4077,77,"Q","Q","Q"
4078,4078,78,"R","R","R"
4079,4079,79,"S","S","S"
4080,4080,80,"T","T","T"
4081,4081,81,"A","A","A"
4082,4082,82,"B","B","B"
4083,4083,83,"C","C","C"
4084,4084,84,"D","D","D"
4085,4085,85,"E","E","E"
4086,4086,86,"F","F","F"
4087,4087,87,"G","G","G"
4088,4088,88,"H","H","H"
4089,4089,89,"I","I","I"
4090,4090,90,"J","J","J"
4091,4091,91,"K","K","K"
4092,4092,92,"L","L","L"
4093,4093,93,"M","M","M"
4094,4094,94,"N","N","N"
4095,4095,95,"O","O","O"
4096,4096,96,"P","P","P"
4097,4097,97,"Q","Q","Q"
4098,4098,98,"R","R","R"
4099,4099,99,"S","S","S"
4100,4100,100,"T","T","T"
4101,4101,101,"A","A","A"
4102,4102,102,"B","B","B"
4103,4103,103,"C","C","C"
4104,4104,104,"D","D","D"
4105,4105,105,"E","E","E"
4106,4106,106,"F","F","F"
4107,4107,107,"G","G","G"
4108,4108,108,"H","H","H"
4109,4109,109,"I","I","I"
4110,4110,110,"J","J","J"
4111,4111,111,"K","K","K"
4112,4112,112,"L","L","L"
4113,4113,113,"M","M","M"
4114,4114,114,"N","N","N"
4115,4115,115,"O","O","O"
4116,4116,116,"P","P","P"
4117,4117,117,"Q","Q","Q"
4118,4118,118,"R","R","R"
4119,4119,119,"S","S","S"
4120,4120,120,"T","T","T"
4121,4121,121,"A","A","A"
4122,4122,122,"B","B","B"
4123,4123,123,"C","C","C"
4124,4124,124,"D","D","D"
4125,4125,125,"E","E","E"
4126,4126,126,"F","F","F"
4127,4127,127,"G","G","G"
4128,4128,128,"H","H","H"
4129,4129,129,"I","I","I"
4130,4130,130,"J","J","J"
4131,4131,131,"K","K","K"
4132,4132,132,"L","L","L"
4133,4133,133,"M","M","M"
4134,4134,134,"N","N","N"
4135,4135,135,"O","O","O"
4136,4136,136,"P","P","P"
4137,4137,137,"Q","Q","Q"
4138,4138,138,"R","R","R"
4139,4139,139,"S","S","S"
4140,4140,140,"T","T","T"
4141,4141,141,"A","A","A"
4142,4142,142,"B","B","B"
4143,4143,143,"C","C","C"
4144,4144,144,"D","D","D"
4145,4145,145,"E","E","E"
4146,4146,146,"F","F","F"
4147,4147,147,"G","G","G"
4148,4148,148,"H","H","H"
4149,4149,149,"I","I","I"
4150,4150,150,"J","J","J"
4151,4151,151,"K","K","K"
4152,4152,152,"L","L","L"
4153,4153,153,"M","M","M"
4154,4154,154,"N","N","N"
4155,4155,155,"O","O","O"
4156,4156,156,"P","P","P"
4157,4157,157,"Q","Q","Q"
4158,4158,158,"R","R","R"
4159,4159,159,"S","S","S"
4160,4160,160,"T","T","T"
4161,4161,161,"A","A","A"
4162,4162,162,"B","B","B"
4163,4163,163,"C","C","C"
4164,4164,164,"D","D","D"
4165,4165,165,"E","E","E"
4166,4166,166,"F","F","F"
4167,4167,167,"G","G","G"
4168,4168,168,"H","H","H"
4169,4169,169,"I","I","I"
4170,4170,170,"J","J","J"
4171,4171,171,"K","K","K"
4172,4172,172,"L","L","L"
4173,4173,173,"M","M","M"
4174,4174,174,"N","N","N"
4175,4175,175,"O","O","O"
4176,4176,176,"P","P","P"
4177,4177,177,"Q","Q","Q"
4178,4178,178,"R","R","R"
4179,4179,179,"S","S","S"
4180,4180,180,"T","T","T"
4181,4181,181,"A","A","A"
4182,4182,182,"B","B","B"
4183,4183,183,"C","C","C"
4184,4184,184,"D","D","D"
4185,4185,185,"E","E","E"
4186,4186,186,"F","F","F"
4187,4187,187,"G","G","G"
4188,4188,188,"H","H","H"
4189,4189,189,"I","I","I"
4190,4190,190,"J","J","J"
4191,4191,191,"K","K","K"
4192,4192,192,"L","L","L"
4193,4193,193,"M","M","M"
4194,4194,194,"N","N","N"
4195,4195,195,"O","O","O"
4196,4196,196,"P","P","P"
4197,4197,197,"Q","Q","Q"
4198,4198,198,"R","R","R"
4199,4199,199,"S","S","S"
4200,4200,200,"T","T","T"
4201,4201,201,"A","A","A"
4202,4202,202,"B","B","B"
4203,4203,203,"C","C","C"
4204,4204,204,"D","D","D"
4205,4205,205,"E","E","E"
4206,4206,206,"F","F","F"
4207,4207,207,"G","G","G"
4208,4208,208,"H","H","H"
4209,4209,209,"I","I","I"
4210,4210,210,"J","J","J"
4211,4211,211,"K","K","K"
4212,4212,212,"L","L","L"
4213,4213,213,"M","M","M"
4214,4214,214,"N","N","N"
4215,4215,215,"O","O","O"
4216,4216,216,"P","P","P"
4217,4217,217,"Q","Q","Q"
4218,4218,218,"R","R","R"
4219,4219,219,"S","S","S"
4220,4220,220,"T","T","T"
4221,4221,221,"A","A","A"
4222,4222,222,"B","B","B"
4223,4223,223,"C","C","C"
4224,4224,224,"D","D","D"
4225,4225,225,"E","E","E"
4226,4226,226,"F","F","F"
4227,4227,227,"G","G","G"
4228,4228,228,"H","H","H"
4229,4229,229,"I","I","I"
4230,4230,230,"J","J","J"
4231,4231,231,"K","K","K"
4232,4232,232,"L","L","L"
4233,4233,233,"M","M","M"
4234,4234,234,"N","N","N"
4235,4235,235,"O","O","O"
4236,4236,236,"P","P","P"
4237,4237,237,"Q","Q","Q"
4238,4238,238,"R","R","R"
4239,4239,239,"S","S","S"
4240,4240,240,"T","T","T"
4241,4241,241,"A","A","A"
4242,4242,242,"B","B","B"
4243,4243,243,"C","C","C"
4244,4244,244,"D","D","D"
4245,4245,245,"E","E","E"
4246,4246,246,"F","F","F"
4247,4247,247,"G","G","G"
4248,4248,248,"H","H","H"
4249,4249,249,"I","I","I"
4250,4250,250,"J","J","J"
4251,4251,251,"K","K","K"
4252,4252,252,"L","L","L"
4253,4253,253,"M","M","M"
4254,4254,254,"N","N","N"
4255,4255,255,"O","O","O"
4256,4256,256,"P","P","P"
4257,4257,257,"Q","Q","Q"
4258,4258,258,"R","R","R"
4259,4259,259,"S","S","S"
4260,4260,260,"T","T","T"
4261,4261,261,"A","A","A"
4262,4262,262,"B","B","B"
4263,4263,263,"C","C","C"
4264,4264,264,"D","D","D"
4265,4265,265,"E","E","E"
4266,4266,266,"F","F","F"
4267,4267,267,"G","G","G"
4268,4268,268,"H","H","H"
4269,4269,269,"I","I","I"
4270,4270,270,"J","J","J"
4271,4271,271,"K","K","K"
4272,4272,272,"L","L","L"
4273,4273,273,"M","M","M"
4274,4274,274,"N","N","N"
4275,4275,275,"O","O","O"
4276,4276,276,"P","P","P"
4277,4277,277,"Q","Q","Q"
4278,4278,278,"R","R","R"
4279,4279,279,"S","S","S"
4280,4280,280,"T","T","T"
4281,4281,281,"A","A","A"
4282,4282,282,"B","B","B"
4283,4283,283,"C","C","C"
4284,4284,284,"D","D","D"
4285,4285,285,"E","E","E"
4286,4286,286,"F","F","F"
4287,4287,287,"G","G","G"
4288,4288,288,"H","H","H"
4289,4289,289,"I","I","I"
4290,4290,290,"J","J","J"
4291,4291,291,"K","K","K"
4292,4292,292,"L","L","L"
4293,4293,293,"M","M","M"
4294,4294,294,"N","N","N"
4295,4295,295,"O","O","O"
4296,4296,296,"P","P","P"
4297,4297,297,"Q","Q","Q"
4298,4298,298,"R","R","R"
4299,4299,299,"S","S","S"
4300,4300,300,"T","T","T"
4301,4301,301,"A","A","A"
4302,4302,302,"B","B","B"
4303,4303,303,"C","C","C"
4304,4304,304,"D","D","D"
4305,4305,305,"E","E","E"
4306,4306,306,"F","F","F"
4307,4307,307,"G","G","G"
4308,4308,308,"H","H","H"
4309,4309,309,"I","I","I"
4310,4310,310,"J","J","J"
4311,4311,311,"K","K","K"
4312,4312,312,"L","L","L"
4313,4313,313,"M","M","M"
4314,4314,314,"N","N","N"
4315,4315,315,"O","O","O"
4316,4316,316,"P","P","P"
4317,4317,317,"Q","Q","Q"
4318,4318,318,"R","R","R"
4319,4319,319,"S","S","S"
4320,4320,320,"T","T","T"
4321,4321,321,"A","A","A"
4322,4322,322,"B","B","B"
4323,4323,323,"C","C","C"
